CensusYear,Alphabetical List of Towns,Male,Female,Total
2016,"Brittas, South Dublin",38,32,70
2016,"Dublin city and suburbs, Dublin",165856,204260,370116
2016,"Newcastle, South Dublin",452,583,1035
2016,"Rathcoole, South Dublin",649,782,1431
2016,"Saggart, South Dublin",354,425,779
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
Irish speakers aged 3 years and over living in Dubin areas in 2016,,,,
